时间,类型,城市,监测点,AQI,质量等级,Level,PM2.5,PM2.5_24h,PM10,pm10_24h,CO,CO_24h,NO2,NO_24h,O3,O3_24h,O3_8h,O3_8h_24h,SO2,SO2_24h,Real_AQI
2014-09-01 01:00:00,国控,天津,,91,良,二级,67,44,85,55,1.686,1.264,41,25,14,84,37,66,10,7,90
2014-09-01 01:00:00,国控,天津,市监测中心,89,良,,66,40,84,57,0.79,0.697,11,11,4,42,16,28,14,6,89
2014-09-01 01:00:00,国控,天津,机车车辆厂,93,良,,69,51,77,66,0.956,0.798,55,31,0,71,24,53,9,7,93
2014-09-01 01:00:00,国控,天津,继电器厂,87,良,,64,43,85,63,0.956,0.844,50,32,10,82,35,59,8,8,87
2014-09-01 01:00:00,国控,天津,南京路,107,轻度污染,,80,49,0,60,0.785,0.713,31,29,34,88,48,68,18,10,107
2014-09-01 01:00:00,国控,天津,河东站,83,良,,61,42,0,50,0.901,0.717,53,34,12,73,35,59,7,5,83
2014-09-01 01:00:00,国控,天津,河西站,95,良,,71,41,85,58,0.861,0.736,32,22,4,52,19,35,19,11,95
2014-09-01 01:00:00,国控,天津,北辰科技园区,85,良,,63,48,110,70,0.853,0.76,53,33,10,83,30,66,9,8,85
2014-09-01 01:00:00,国控,天津,天山路,104,轻度污染,,78,58,0,38,1.172,1.041,28,21,8,121,49,101,7,7,104
2014-09-01 01:00:00,国控,天津,东丽中学,99,良,,74,43,75,60,1.22,0.934,62,40,6,83,26,63,14,6,99
2014-09-01 01:00:00,国控,天津,梅江小区,0,,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
2014-09-01 01:00:00,国控,天津,泰丰工业园,77,良,,56,36,76,50,0.769,0.569,49,26,9,75,39,68,8,6,77
2014-09-01 01:00:00,国控,天津,永明路,79,良,,58,40,0,53,0.747,0.755,26,16,20,101,44,79,5,5,79
2014-09-01 01:00:00,国控,天津,空港物流加工区,93,良,,69,47,0,33,0.819,0.716,48,26,11,85,37,64,10,5,93
2014-09-01 01:00:00,国控,天津,中新生态城,80,良,,59,39,0,46,2.342,1.807,57,20,10,133,66,110,17,15,80
2014-09-01 01:00:00,国控,天津,团泊洼,101,轻度污染,,72,48,94,74,10.433,6.604,25,19,45,98,63,83,5,6,101
2014-09-01 02:00:00,国控,天津,,93,良,二级,69,43,79,55,1.906,1.313,40,26,11,84,29,66,13,7,93
2014-09-01 02:00:00,国控,天津,市监测中心,94,良,,70,39,71,57,0.836,0.7,11,11,1,42,12,28,16,6,94
2014-09-01 02:00:00,国控,天津,机车车辆厂,94,良,,70,49,80,64,0.994,0.81,51,32,0,71,18,53,10,7,94
2014-09-01 02:00:00,国控,天津,继电器厂,85,良,,63,42,76,61,0.938,0.849,46,32,12,82,28,59,12,8,85
2014-09-01 02:00:00,国控,天津,南京路,119,轻度污染,,90,49,0,59,0.84,0.718,28,29,31,88,43,68,31,11,119
2014-09-01 02:00:00,国控,天津,河东站,94,良,,70,42,0,50,0.853,0.725,60,34,6,73,28,59,10,5,94
2014-09-01 02:00:00,国控,天津,河西站,97,良,,72,40,76,57,0.894,0.742,25,22,6,52,14,35,33,12,97
2014-09-01 02:00:00,国控,天津,北辰科技园区,88,良,,65,47,87,68,0.901,0.738,55,33,5,83,21,66,8,7,88
2014-09-01 02:00:00,国控,天津,天山路,104,轻度污染,,78,57,0,38,1.14,1.051,27,21,10,121,35,101,9,7,104
2014-09-01 02:00:00,国控,天津,东丽中学,107,轻度污染,,80,43,93,60,0.996,0.941,62,41,5,83,18,63,13,7,107
2014-09-01 02:00:00,国控,天津,梅江小区,0,,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0
2014-09-01 02:00:00,国控,天津,泰丰工业园,84,良,,62,36,70,50,0.851,0.583,54,28,3,75,29,68,8,6,84
2014-09-01 02:00:00,国控,天津,永明路,75,良,,55,39,0,52,0.742,0.758,21,17,25,101,36,79,5,5,75
2014-09-01 02:00:00,国控,天津,空港物流加工区,85,良,,63,45,0,32,0.835,0.721,49,26,8,85,29,64,7,5,85
2014-09-01 02:00:00,国控,天津,中新生态城,75,良,,55,39,63,47,2.511,1.862,54,21,7,133,51,110,15,15,75
2014-09-01 02:00:00,国控,天津,团泊洼,107,轻度污染,,74,47,100,75,13.356,7.19,26,20,35,98,55,83,6,6,107
2014-09-01 03:00:00,国控,天津,,94,良,二级,70,43,82,55,1.598,1.347,39,27,9,83,22,66,12,7,95
2014-09-01 03:00:00,国控,天津,市监测中心,93,良,,69,39,74,58,0.862,0.709,10,11,1,42,8,28,16,6,93
