167,53,5.1893,176,190,181
380,53,5.1893,151,126,57
451,126,5.1893,148,117,48
68,139,5.1893,185,204,208
479,152,5.1893,215,166,47
265,170,5.1893,233,218,175
184,215,5.1893,192,154,91
225,226,5.1893,203,177,134
125,235,5.1893,163,136,86
359,294,5.1893,222,199,159
61,341,5.1893,190,202,197
274,341,5.1893,226,211,173
233,379,5.1893,163,140,95
158,383,5.1893,134,119,62
350,383,5.1893,224,215,173
232,402,5.1893,174,143,85
378,427,5.1893,221,211,168
113,444,5.1893,162,135,71
157,511,5.1893,205,151,62
113,42,5.06288,184,202,203
397,81,5.06288,149,118,48
45,86,5.06288,193,209,213
179,166,5.06288,190,158,98
491,169,5.06288,175,132,49
131,193,5.06288,170,145,90
119,209,5.06288,175,141,85
55,218,5.06288,176,192,184
177,238,5.06288,146,122,77
105,256,5.06288,95,89,61
43,272,5.06288,189,209,202
266,304,5.06288,226,197,153
470,377,5.06288,107,91,41
176,389,5.06288,165,135,62
330,434,5.06288,225,208,166
89,466,5.06288,207,219,219
137,482,5.06288,145,119,65
47,497,5.06288,121,114,76
491,0,4.77501,169,159,89
285,29,4.77501,205,181,95
321,55,4.77501,233,196,74
368,62,4.77501,183,151,57
23,72,4.77501,201,215,219
511,82,4.77501,214,212,190
396,97,4.77501,133,112,54
92,109,4.77501,183,201,200
253,118,4.77501,228,217,177
511,126,4.77501,217,197,109
170,187,4.77501,195,160,95
44,188,4.77501,197,212,207
0,204,4.77501,189,208,207
8,204,4.77501,185,203,203
380,206,4.77501,121,96,42
232,220,4.77501,214,193,162
291,229,4.77501,25,24,22
198,252,4.77501,121,104,69
279,258,4.77501,180,163,125
0,298,4.77501,191,206,209
74,311,4.77501,173,188,187
310,356,4.77501,217,197,149
291,361,4.77501,229,212,173
230,365,4.77501,173,141,87
267,387,4.77501,198,139,100
260,414,4.77501,179,149,99
450,420,4.77501,230,235,225
12,448,4.77501,211,221,222
336,450,4.77501,226,217,179
510,472,4.77501,203,217,215
229,479,4.77501,178,149,87
71,481,4.77501,210,221,213
23,496,4.77501,208,216,206
264,502,4.77501,205,178,116
511,504,4.77501,194,210,202
265,511,4.77501,204,178,116
445,90,4.64859,143,115,53
54,97,4.64859,186,206,211
291,106,4.64859,69,63,39
173,123,4.64859,180,157,104
100,142,4.64859,169,138,67
150,151,4.64859,176,148,94
303,173,4.64859,229,220,180
216,202,4.64859,194,165,117
257,231,4.64859,174,146,101
326,298,4.64859,225,202,161
314,328,4.64859,213,192,155
50,400,4.64859,203,217,217
136,402,4.64859,125,116,71
397,404,4.64859,182,165,112
221,425,4.64859,103,100,76
209,426,4.64859,122,118,82
297,448,4.64859,194,165,116
480,454,4.64859,244,225,141
215,461,4.64859,153,134,85
327,476,4.64859,232,222,180
188,511,4.64859,235,198,94
291,511,4.64859,218,198,145
376,65,4.2343,173,138,56
135,67,4.2343,177,192,185
80,160,4.2343,159,140,68
127,164,4.2343,169,143,88
209,222,4.2343,188,155,103
162,254,4.2343,121,109,66
472,258,4.2343,240,206,97
485,264,4.2343,240,206,91
97,305,4.2343,106,95,61
63,308,4.2343,190,205,204
171,310,4.2343,161,133,77
326,326,4.2343,222,203,161
468,332,4.2343,157,123,56
222,369,4.2343,173,142,85
283,370,4.2343,185,128,91
296,380,4.2343,205,152,110
183,400,4.2343,155,128,65
511,428,4.2343,88,80,44
281,440,4.2343,209,172,111
110,454,4.2343,157,130,71
343,458,4.2343,229,223,187
120,487,4.2343,131,116,71
97,488,4.2343,198,207,185
249,489,4.2343,192,168,107
69,503,4.2343,126,116,71
419,8,4.10788,199,211,211
102,33,4.10788,180,199,198
480,52,4.10788,211,168,62
476,59,4.10788,207,165,59
43,61,4.10788,196,211,213
207,73,4.10788,125,105,50
341,81,4.10788,109,92,43
122,115,4.10788,150,119,60
402,117,4.10788,167,126,45
334,143,4.10788,55,49,29
97,150,4.10788,166,136,69
234,151,4.10788,230,208,165
500,212,4.10788,232,189,71
396,261,4.10788,125,105,51
494,279,4.10788,240,201,70
149,293,4.10788,161,142,87
307,296,4.10788,222,198,161
230,313,4.10788,178,142,100
361,318,4.10788,219,196,156
195,336,4.10788,162,134,83
173,347,4.10788,152,130,81
373,383,4.10788,209,189,143
82,395,4.10788,213,224,212
511,396,4.10788,128,105,47
147,409,4.10788,118,114,72
115,413,4.10788,188,200,182
227,430,4.10788,97,93,68
386,430,4.10788,218,210,167
220,448,4.10788,143,126,84
181,486,4.10788,224,178,74
294,487,4.10788,227,203,146
18,511,4.10788,155,132,84
414,18,3.82001,192,205,204
268,19,3.82001,190,207,198
274,19,3.82001,195,213,202
280,19,3.82001,199,213,202
322,25,3.82001,194,207,203
509,29,3.82001,168,135,53
252,33,3.82001,199,167,62
446,35,3.82001,147,119,47
217,38,3.82001,143,123,59
143,49,3.82001,181,198,196
372,52,3.82001,161,131,56
511,62,3.82001,168,181,175
446,69,3.82001,198,153,51
228,73,3.82001,128,105,49
403,96,3.82001,117,101,52
143,104,3.82001,138,116,56
323,108,3.82001,136,109,48
190,121,3.82001,189,169,119
421,123,3.82001,163,123,50
279,128,3.82001,228,215,183
230,137,3.82001,229,211,164
76,138,3.82001,172,192,194
200,142,3.82001,199,177,129
156,144,3.82001,179,148,93
465,147,3.82001,209,160,51
330,182,3.82001,222,211,163
56,190,3.82001,165,153,87
511,193,3.82001,91,77,34
374,194,3.82001,118,94,42
97,197,3.82001,156,126,64
265,199,3.82001,198,176,134
311,201,3.82001,221,209,172
413,202,3.82001,160,116,41
392,221,3.82001,123,97,48
104,237,3.82001,73,71,52
331,238,3.82001,223,214,184
276,239,3.82001,157,163,122
139,242,3.82001,131,115,76
466,242,3.82001,203,153,50
475,247,3.82001,233,195,80
319,248,3.82001,220,207,173
283,249,3.82001,147,115,84
433,261,3.82001,133,99,47
234,267,3.82001,230,209,162
344,280,3.82001,230,209,168
250,294,3.82001,232,214,175
445,294,3.82001,155,123,52
46,318,3.82001,191,207,204
476,337,3.82001,136,105,49
171,354,3.82001,153,127,76
205,355,3.82001,162,135,78
248,364,3.82001,185,158,105
257,374,3.82001,155,94,64
460,375,3.82001,114,97,44
285,381,3.82001,206,144,105
146,386,3.82001,121,109,64
242,407,3.82001,184,149,88
108,416,3.82001,194,205,197
141,424,3.82001,107,120,77
13,436,3.82001,217,222,221
290,447,3.82001,192,162,113
372,468,3.82001,224,218,180
211,488,3.82001,161,138,79
492,489,3.82001,239,238,229
299,503,3.82001,227,206,153
220,511,3.82001,186,155,94
463,0,3.69359,205,214,195
436,18,3.69359,194,206,198
477,22,3.69359,213,179,80
397,27,3.69359,199,210,211
420,30,3.69359,189,202,184
200,31,3.69359,188,204,196
293,33,3.69359,208,170,70
490,36,3.69359,202,159,51
291,43,3.69359,227,187,91
441,49,3.69359,161,128,47
458,56,3.69359,210,167,52
235,68,3.69359,142,114,56
405,81,3.69359,159,125,50
469,88,3.69359,228,191,74
306,95,3.69359,154,121,49
214,119,3.69359,208,187,143
504,119,3.69359,194,205,179
504,130,3.69359,218,189,89
325,145,3.69359,70,63,38
311,149,3.69359,222,211,179
258,155,3.69359,231,219,181
210,157,3.69359,209,183,133
407,162,3.69359,158,124,48
483,167,3.69359,177,132,54
511,167,3.69359,207,158,44
235,172,3.69359,226,203,145
101,189,3.69359,146,124,68
387,191,3.69359,133,106,45
301,199,3.69359,216,203,157
344,204,3.69359,208,194,147
168,227,3.69359,75,63,43
452,230,3.69359,183,139,47
159,235,3.69359,160,135,83
226,242,3.69359,212,186,135
313,252,3.69359,214,198,163
130,261,3.69359,158,135,85
147,264,3.69359,134,116,79
85,271,3.69359,151,125,65
289,271,3.69359,219,214,184
483,271,3.69359,242,209,90
176,272,3.69359,18,16,14
60,278,3.69359,137,121,67
67,283,3.69359,146,126,66
98,288,3.69359,121,111,65
257,295,3.69359,230,209,167
293,311,3.69359,220,193,152
248,320,3.69359,229,193,140
292,322,3.69359,217,194,154
76,323,3.69359,176,189,178
271,323,3.69359,179,147,110
374,327,3.69359,219,188,138
81,330,3.69359,128,118,70
280,331,3.69359,183,149,114
367,335,3.69359,222,202,158
458,335,3.69359,131,100,43
112,336,3.69359,133,116,67
221,340,3.69359,108,95,67
396,347,3.69359,187,159,107
108,348,3.69359,165,132,69
204,361,3.69359,172,141,87
327,367,3.69359,223,207,164
263,375,3.69359,171,102,76
248,377,3.69359,146,96,65
451,379,3.69359,71,64,34
309,384,3.69359,232,211,172
205,391,3.69359,169,139,83
168,396,3.69359,125,116,66
443,397,3.69359,231,193,95
270,404,3.69359,160,130,85
450,413,3.69359,227,229,219
414,418,3.69359,116,101,59
120,440,3.69359,152,130,69
255,443,3.69359,163,146,101
475,446,3.69359,241,219,124
336,461,3.69359,230,221,181
357,461,3.69359,227,223,186
302,475,3.69359,224,206,157
289,477,3.69359,222,192,135
194,480,3.69359,156,137,81
64,482,3.69359,209,218,208
58,483,3.69359,208,220,207
330,483,3.69359,228,221,180
470,485,3.69359,240,204,108
466,498,3.69359,222,186,106
50,505,3.69359,122,114,68
449,0,3.2793,189,200,200
473,1,3.2793,196,166,65
221,25,3.2793,204,215,209
313,26,3.2793,178,189,175
346,36,3.2793,169,179,178
502,36,3.2793,181,145,57
487,41,3.2793,207,164,58
174,49,3.2793,180,196,187
176,58,3.2793,120,110,55
407,59,3.2793,148,126,52
455,61,3.2793,213,172,56
224,64,3.2793,148,116,61
192,66,3.2793,133,113,50
412,66,3.2793,177,140,57
16,73,3.2793,203,216,220
121,78,3.2793,174,193,178
462,85,3.2793,201,157,59
269,89,3.2793,76,73,44
51,91,3.2793,184,204,210
478,95,3.2793,224,197,113
447,103,3.2793,173,133,51
259,104,3.2793,140,111,55
265,106,3.2793,147,118,57
478,120,3.2793,181,188,167
377,121,3.2793,144,109,51
326,127,3.2793,101,88,50
472,128,3.2793,233,201,95
155,138,3.2793,172,142,87
497,144,3.2793,229,187,66
195,146,3.2793,200,179,132
416,146,3.2793,120,100,46
144,147,3.2793,161,139,83
471,148,3.2793,206,157,53
335,152,3.2793,95,80,43
351,159,3.2793,117,96,47
262,160,3.2793,231,222,181
64,164,3.2793,151,137,78
407,174,3.2793,102,82,42
191,180,3.2793,196,166,107
58,183,3.2793,174,156,82
404,194,3.2793,154,119,45
373,200,3.2793,115,93,44
418,205,3.2793,165,120,46
93,212,3.2793,157,129,69
240,212,3.2793,213,191,151
395,212,3.2793,134,105,48
218,214,3.2793,193,164,118
311,214,3.2793,186,161,112
332,214,3.2793,212,194,152
389,216,3.2793,114,92,42
192,226,3.2793,186,150,92
355,240,3.2793,217,204,159
230,247,3.2793,223,198,150
127,251,3.2793,148,130,89
424,256,3.2793,199,153,50
467,263,3.2793,240,206,89
276,267,3.2793,222,220,190
136,277,3.2793,163,137,89
302,284,3.2793,222,207,172
280,285,3.2793,226,212,179
480,286,3.2793,242,208,96
234,288,3.2793,222,187,135
491,291,3.2793,238,193,73
424,300,3.2793,168,124,53
503,303,3.2793,223,184,73
77,305,3.2793,178,188,181
207,313,3.2793,157,132,87
300,314,3.2793,220,195,150
217,315,3.2793,139,114,76
443,318,3.2793,146,110,47
116,321,3.2793,129,118,70
145,322,3.2793,70,71,50
260,326,3.2793,192,162,124
196,329,3.2793,161,131,79
377,333,3.2793,220,189,134
432,342,3.2793,62,57,38
489,348,3.2793,105,82,38
186,350,3.2793,161,136,81
136,360,3.2793,143,125,76
236,362,3.2793,173,145,100
496,365,3.2793,162,120,48
402,368,3.2793,130,109,69
390,369,3.2793,184,166,118
210,371,3.2793,174,144,89
400,391,3.2793,172,146,91
291,400,3.2793,204,168,112
298,406,3.2793,218,189,139
173,411,3.2793,126,112,64
403,413,3.2793,67,60,38
229,414,3.2793,162,134,78
369,414,3.2793,202,188,146
114,429,3.2793,166,142,74
323,437,3.2793,227,205,160
217,439,3.2793,137,126,90
284,452,3.2793,189,150,96
305,453,3.2793,179,153,108
253,454,3.2793,149,126,82
150,464,3.2793,151,118,61
120,467,3.2793,130,116,65
460,477,3.2793,224,174,74
297,481,3.2793,227,208,154
182,493,3.2793,235,195,86
421,500,3.2793,149,116,56
185,502,3.2793,237,197,96
154,504,3.2793,193,138,63
210,505,3.2793,176,147,84
404,508,3.2793,132,109,51
435,510,3.2793,171,131,53
407,0,2.86501,194,208,210
425,6,2.86501,191,206,211
472,7,2.86501,206,168,61
208,12,2.86501,207,219,217
336,12,2.86501,198,210,210
413,23,2.86501,181,195,192
274,27,2.86501,175,149,75
278,27,2.86501,181,161,84
301,29,2.86501,205,178,99
348,29,2.86501,199,212,209
425,33,2.86501,178,194,170
306,38,2.86501,236,204,124
212,40,2.86501,149,129,64
511,41,2.86501,125,118,63
286,43,2.86501,221,178,83
503,45,2.86501,133,120,65
273,46,2.86501,202,159,56
265,50,2.86501,195,154,55
435,50,2.86501,159,127,50
334,51,2.86501,231,197,90
195,57,2.86501,137,117,53
413,57,2.86501,154,130,58
392,58,2.86501,158,135,57
146,64,2.86501,183,196,180
401,65,2.86501,151,123,55
192,82,2.86501,121,101,47
224,86,2.86501,114,97,50
288,87,2.86501,124,104,49
388,89,2.86501,124,103,54
240,90,2.86501,104,91,50
408,95,2.86501,112,99,51
285,104,2.86501,86,78,51
370,105,2.86501,193,147,56
445,111,2.86501,144,110,47
449,111,2.86501,148,116,58
296,112,2.86501,76,65,40
200,113,2.86501,172,132,56
495,119,2.86501,189,203,185
354,122,2.86501,117,94,46
371,122,2.86501,124,98,38
167,124,2.86501,172,150,93
236,124,2.86501,233,219,179
128,125,2.86501,146,116,60
408,125,2.86501,143,107,46
167,128,2.86501,179,154,98
498,133,2.86501,196,169,67
484,135,2.86501,209,173,54
81,137,2.86501,171,189,184
267,137,2.86501,231,225,190
475,138,2.86501,214,171,56
174,139,2.86501,188,159,102
437,142,2.86501,132,109,55
421,143,2.86501,117,96,46
64,153,2.86501,179,197,199
310,154,2.86501,225,218,185
179,155,2.86501,193,161,105
150,157,2.86501,175,147,91
427,157,2.86501,175,132,50
179,159,2.86501,187,157,96
183,159,2.86501,183,156,102
454,160,2.86501,186,139,51
203,166,2.86501,198,168,113
236,167,2.86501,228,208,160
464,167,2.86501,140,111,48
128,170,2.86501,173,149,92
229,171,2.86501,220,197,145
364,176,2.86501,81,68,37
317,178,2.86501,230,219,180
494,180,2.86501,127,104,52
144,182,2.86501,170,145,83
461,184,2.86501,132,102,43
478,184,2.86501,89,75,35
508,184,2.86501,127,102,44
271,185,2.86501,132,107,65
384,186,2.86501,117,97,47
263,187,2.86501,128,105,55
238,189,2.86501,220,197,143
242,189,2.86501,215,196,146
94,190,2.86501,126,109,53
267,193,2.86501,211,197,164
253,199,2.86501,193,174,133
257,199,2.86501,186,167,128
361,200,2.86501,99,78,41
176,206,2.86501,194,156,94
386,206,2.86501,123,99,48
480,206,2.86501,142,106,36
317,210,2.86501,210,193,158
138,213,2.86501,149,127,71
166,216,2.86501,187,150,84
241,217,2.86501,211,190,148
413,217,2.86501,120,93,38
359,219,2.86501,196,172,113
426,219,2.86501,199,152,53
329,220,2.86501,199,172,123
146,221,2.86501,169,142,83
150,221,2.86501,174,144,82
203,221,2.86501,185,149,94
52,225,2.86501,185,202,188
113,227,2.86501,50,51,44
120,229,2.86501,166,145,99
43,236,2.86501,181,196,198
349,236,2.86501,226,212,180
336,237,2.86501,222,215,186
62,243,2.86501,120,104,65
103,245,2.86501,92,91,65
197,245,2.86501,115,98,68
83,248,2.86501,141,116,62
163,248,2.86501,138,121,71
259,248,2.86501,158,127,91
304,248,2.86501,170,139,103
91,257,2.86501,151,124,69
377,262,2.86501,85,72,40
241,264,2.86501,234,218,187
132,266,2.86501,163,135,83
477,266,2.86501,242,208,99
125,268,2.86501,50,49,36
511,271,2.86501,136,122,70
219,275,2.86501,172,139,91
105,278,2.86501,151,129,73
366,286,2.86501,222,191,139
77,287,2.86501,162,134,73
397,288,2.86501,116,94,54
291,289,2.86501,218,203,168
245,290,2.86501,235,213,177
366,290,2.86501,218,194,141
18,293,2.86501,186,207,203
143,295,2.86501,162,141,90
195,295,2.86501,181,154,107
284,295,2.86501,225,203,170
374,295,2.86501,195,165,101
109,296,2.86501,108,100,70
286,299,2.86501,225,204,169
363,301,2.86501,217,193,152
340,302,2.86501,225,202,167
497,302,2.86501,227,182,68
186,307,2.86501,178,152,96
230,307,2.86501,184,150,110
333,308,2.86501,225,202,163
373,308,2.86501,215,184,124
255,313,2.86501,226,202,163
74,317,2.86501,178,194,191
243,319,2.86501,220,186,139
152,320,2.86501,158,129,74
178,321,2.86501,157,127,74
126,323,2.86501,81,83,57
435,323,2.86501,116,97,44
188,326,2.86501,170,137,73
392,331,2.86501,185,152,95
267,335,2.86501,221,205,175
237,336,2.86501,163,122,82
282,338,2.86501,218,206,170
450,338,2.86501,122,94,43
464,341,2.86501,110,83,42
281,342,2.86501,224,212,173
60,348,2.86501,181,197,195
61,352,2.86501,191,207,202
199,352,2.86501,159,127,78
210,355,2.86501,163,134,76
265,355,2.86501,194,162,113
239,356,2.86501,148,129,89
396,357,2.86501,180,160,113
222,360,2.86501,160,134,87
403,363,2.86501,124,106,66
82,365,2.86501,198,209,183
82,369,2.86501,198,209,184
289,370,2.86501,163,100,67
478,373,2.86501,111,91,42
76,378,2.86501,207,217,205
356,378,2.86501,221,209,169
313,379,2.86501,224,203,164
302,384,2.86501,223,190,154
380,384,2.86501,196,173,127
228,385,2.86501,172,141,91
151,386,2.86501,123,111,64
295,386,2.86501,204,155,114
261,388,2.86501,198,133,101
344,388,2.86501,226,216,178
273,389,2.86501,189,130,85
479,391,2.86501,103,92,44
483,391,2.86501,92,87,42
182,394,2.86501,166,141,78
76,395,2.86501,215,227,211
495,395,2.86501,102,92,43
88,396,2.86501,200,212,202
116,403,2.86501,194,206,194
364,403,2.86501,215,193,139
98,404,2.86501,197,209,205
508,407,2.86501,106,94,48
462,410,2.86501,164,177,181
164,413,2.86501,88,86,61
336,416,2.86501,224,210,170
348,420,2.86501,223,206,160
398,431,2.86501,88,82,39
161,432,2.86501,135,145,88
243,432,2.86501,168,144,91
181,438,2.86501,112,123,90
11,441,2.86501,217,224,223
151,441,2.86501,126,134,83
510,442,2.86501,85,83,53
314,447,2.86501,209,181,132
489,448,2.86501,200,214,213
274,452,2.86501,180,149,91
92,457,2.86501,204,216,209
352,457,2.86501,228,225,186
208,461,2.86501,150,133,83
186,462,2.86501,92,84,57
235,462,2.86501,173,145,91
462,465,2.86501,244,214,128
27,473,2.86501,217,223,219
203,473,2.86501,156,140,88
108,476,2.86501,155,133,70
485,477,2.86501,235,210,111
469,480,2.86501,239,204,100
434,481,2.86501,194,153,69
52,482,2.86501,217,223,219
44,488,2.86501,208,214,207
470,490,2.86501,237,200,111
82,492,2.86501,135,119,70
150,494,2.86501,177,133,65
366,494,2.86501,225,221,175
296,495,2.86501,227,203,147
394,498,2.86501,100,90,55
270,500,2.86501,204,184,128
8,502,2.86501,214,221,226
169,504,2.86501,225,172,64
494,504,2.86501,232,234,218
397,508,2.86501,113,97,49
422,508,2.86501,149,117,55
511,510,2.86501,184,201,194
57,511,2.86501,142,122,69
61,511,2.86501,143,127,69
65,511,2.86501,142,127,72
301,511,2.86501,224,207,156
383,511,2.86501,90,82,45
391,511,2.86501,93,80,48
415,13,2.73859,200,211,212
112,20,2.73859,185,205,206
454,20,2.73859,156,133,57
251,21,2.73859,197,206,189
297,22,2.73859,187,201,188
345,26,2.73859,196,210,210
450,26,2.73859,144,124,58
227,27,2.73859,189,206,188
79,31,2.73859,181,198,197
121,33,2.73859,187,206,205
65,35,2.73859,188,206,207
276,36,2.73859,210,170,74
372,36,2.73859,194,209,197
107,37,2.73859,178,197,197
313,37,2.73859,233,201,108
401,42,2.73859,173,169,89
380,43,2.73859,161,174,159
464,43,2.73859,201,156,49
482,45,2.73859,211,173,64
188,47,2.73859,127,119,57
148,49,2.73859,183,202,200
488,52,2.73859,224,183,73
197,53,2.73859,136,115,56
309,54,2.73859,242,204,96
315,54,2.73859,237,201,85
493,62,2.73859,220,187,104
505,64,2.73859,173,179,177
297,66,2.73859,203,160,60
511,69,2.73859,206,200,159
376,74,2.73859,177,139,53
407,74,2.73859,158,123,56
342,75,2.73859,109,90,38
500,75,2.73859,190,200,174
333,76,2.73859,112,91,50
307,77,2.73859,131,109,49
194,78,2.73859,112,94,44
323,78,2.73859,98,82,36
505,80,2.73859,213,214,192
207,86,2.73859,85,70,37
351,88,2.73859,94,82,44
416,88,2.73859,151,128,53
334,89,2.73859,205,167,56
271,94,2.73859,71,68,45
376,94,2.73859,108,92,51
150,95,2.73859,125,111,60
280,98,2.73859,69,60,34
248,101,2.73859,128,108,53
216,103,2.73859,103,79,40
465,103,2.73859,201,168,71
344,110,2.73859,204,160,59
327,112,2.73859,130,105,47
457,115,2.73859,153,119,54
391,116,2.73859,146,108,50
382,120,2.73859,143,106,34
265,122,2.73859,221,207,169
426,123,2.73859,151,114,44
350,124,2.73859,114,91,47
482,124,2.73859,185,197,180
262,125,2.73859,232,224,186
376,126,2.73859,110,90,45
350,129,2.73859,99,84,46
408,133,2.73859,147,118,52
307,135,2.73859,144,114,55
395,137,2.73859,126,103,50
380,138,2.73859,100,88,42
479,138,2.73859,213,168,52
121,142,2.73859,147,125,61
407,146,2.73859,153,120,53
112,152,2.73859,165,136,70
442,152,2.73859,192,149,46
314,154,2.73859,217,213,170
75,155,2.73859,143,133,75
92,155,2.73859,144,124,69
241,155,2.73859,228,210,174
466,158,2.73859,202,159,53
423,159,2.73859,168,130,51
