时间,类型,城市,监测点,AQI,质量等级,Level,PM2.5,PM2.5_24h,PM10,pm10_24h,CO,CO_24h,NO2,NO_24h,O3,O3_24h,O3_8h,O3_8h_24h,SO2,SO2_24h,Real_AQI
2015-02-01 00:00:00,国控,北京,,137,轻度污染,三级,104,33,122,51,2.267,0.907,77,44,9,59,18,50,40,20,0
2015-02-01 00:00:00,国控,北京,万寿西宫,209,重度污染,,159,41,169,55,2.7,1.042,104,54,6,54,14,46,55,21,0
2015-02-01 00:00:00,国控,北京,定陵,43,优,,30,14,0,0,2.2,0.75,24,12,22,72,39,71,32,23,0
2015-02-01 00:00:00,国控,北京,东四,200,中度污染,,150,36,0,0,2.0,0.817,86,43,6,50,20,40,42,18,0
2015-02-01 00:00:00,国控,北京,天坛,178,中度污染,,134,37,136,42,2.0,0.792,87,48,6,62,22,52,37,19,0
2015-02-01 00:00:00,国控,北京,农展馆,176,中度污染,,133,38,139,49,1.8,0.833,105,58,2,80,21,65,50,23,0
2015-02-01 00:00:00,国控,北京,官园,165,中度污染,,125,39,136,52,2.9,0.954,98,58,2,47,13,37,48,24,0
2015-02-01 00:00:00,国控,北京,海淀区万柳,149,轻度污染,,114,39,165,67,2.9,1.133,98,66,2,38,6,27,39,23,0
2015-02-01 00:00:00,国控,北京,顺义新城,205,重度污染,,155,32,0,0,3.9,0.891,91,36,17,62,16,55,57,14,0
2015-02-01 00:00:00,国控,北京,怀柔镇,78,良,,57,29,0,0,1.4,0.846,28,28,19,68,22,57,12,11,0
2015-02-01 00:00:00,国控,北京,昌平镇,62,良,,44,25,45,29,1.1,0.662,47,31,22,69,28,62,34,27,0
2015-02-01 00:00:00,国控,北京,奥体中心,128,轻度污染,,97,33,123,50,2.3,0.904,95,46,2,64,10,52,47,22,0
2015-02-01 00:00:00,国控,北京,古城,79,良,,58,39,68,64,2.0,1.262,70,58,8,53,15,41,30,26,0
2015-02-01 01:00:00,国控,北京,,136,轻度污染,三级,103,37,127,61,2.458,0.988,73,46,8,59,14,50,37,22,0
2015-02-01 01:00:00,国控,北京,万寿西宫,217,重度污染,,167,48,178,62,3.4,1.167,102,57,5,54,10,46,47,23,0
2015-02-01 01:00:00,国控,北京,定陵,92,良,,68,16,0,0,3.4,0.879,26,13,23,72,32,70,41,24,0
2015-02-01 01:00:00,国控,北京,东四,195,中度污染,,146,42,0,0,2.4,0.883,86,45,6,50,16,40,36,19,0
2015-02-01 01:00:00,国控,北京,天坛,186,中度污染,,140,42,0,0,2.2,0.867,81,50,5,62,18,52,21,19,0
2015-02-01 01:00:00,国控,北京,农展馆,178,中度污染,,134,43,143,54,2.0,0.9,107,60,2,80,14,65,47,25,0
2015-02-01 01:00:00,国控,北京,官园,132,轻度污染,,100,42,104,57,2.4,1.033,95,61,2,47,9,37,39,25,0
2015-02-01 01:00:00,国控,北京,海淀区万柳,143,轻度污染,,109,43,156,75,3.3,1.242,95,68,2,38,3,27,36,24,0
2015-02-01 01:00:00,国控,北京,顺义新城,192,中度污染,,144,37,0,0,3.2,1.009,74,39,15,62,12,55,35,16,0
2015-02-01 01:00:00,国控,北京,怀柔镇,74,良,,54,30,0,0,1.3,0.883,21,28,23,68,18,57,10,11,0
2015-02-01 01:00:00,国控,北京,昌平镇,78,良,,57,27,0,0,1.6,0.712,55,33,11,69,21,62,42,29,0
2015-02-01 01:00:00,国控,北京,奥体中心,113,轻度污染,,85,36,123,54,2.9,1.004,92,48,2,64,6,50,77,24,0
2015-02-01 01:00:00,国控,北京,古城,60,良,,43,40,59,65,1.4,1.279,53,58,11,53,12,41,19,26,0
2015-02-01 02:00:00,国控,北京,,119,轻度污染,三级,89,40,128,59,2.5,1.069,70,48,9,59,11,50,39,23,0
2015-02-01 02:00:00,国控,北京,万寿西宫,202,重度污染,,152,53,167,68,3.8,1.304,101,60,5,54,7,46,35,24,0
2015-02-01 02:00:00,国控,北京,定陵,65,良,,47,18,0,0,2.5,0.971,21,13,20,72,28,68,38,26,0
2015-02-01 02:00:00,国控,北京,东四,156,中度污染,,119,46,0,0,3.1,0.97,91,48,9,50,14,40,63,21,0
2015-02-01 02:00:00,国控,北京,天坛,186,中度污染,,140,48,0,0,2.6,0.954,86,52,5,62,13,52,20,20,0
2015-02-01 02:00:00,国控,北京,农展馆,149,轻度污染,,114,48,132,59,2.5,0.979,104,62,2,80,11,65,54,26,0
2015-02-01 02:00:00,国控,北京,官园,92,良,,68,45,0,0,1.8,1.088,89,62,2,47,7,37,43,26,0
2015-02-01 02:00:00,国控,北京,海淀区万柳,119,轻度污染,,90,46,124,78,4.2,1.383,92,70,2,38,2,27,42,25,0
2015-02-01 02:00:00,国控,北京,顺义新城,125,轻度污染,,95,41,0,0,2.1,1.087,61,41,8,62,10,55,24,16,0
2015-02-01 02:00:00,国控,北京,怀柔镇,63,良,,45,32,0,0,0.9,0.904,14,28,27,68,16,57,7,12,0
2015-02-01 02:00:00,国控,北京,昌平镇,87,良,,64,29,70,32,1.8,0.767,55,34,9,69,17,62,40,30,0
2015-02-01 02:00:00,国控,北京,奥体中心,135,轻度污染,,103,40,149,59,3.3,1.117,90,51,2,64,4,50,92,28,0
2015-02-01 02:00:00,国控,北京,古城,53,良,,37,41,0,0,1.4,1.304,37,57,20,53,10,41,16,26,0
2015-02-01 03:00:00,国控,北京,,113,轻度污染,三级,84,43,123,68,2.367,1.14,69,49,8,59,10,49,43,24,0
2015-02-01 03:00:00,国控,北京,万寿西宫,142,轻度污染,,108,57,121,73,2.3,1.379,95,62,4,54,6,46,42,25,0
2015-02-01 03:00:00,国控,北京,定陵,49,优,,34,19,0,0,2.2,1.046,20,13,22,72,25,67,41,26,0
2015-02-01 03:00:00,国控,北京,东四,172,中度污染,,130,51,132,59,3.4,1.091,87,50,10,50,11,40,64,23,0
2015-02-01 03:00:00,国控,北京,天坛,143,轻度污染,,109,51,0,0,2.4,1.037,84,55,5,62,9,52,23,20,0
2015-02-01 03:00:00,国控,北京,农展馆,203,重度污染,,153,53,178,64,3.8,1.1,104,64,2,80,8,65,67,28,0
2015-02-01 03:00:00,国控,北京,官园,117,轻度污染,,88,48,105,64,2.5,1.171,92,64,2,47,4,37,70,29,0
2015-02-01 03:00:00,国控,北京,海淀区万柳,128,轻度污染,,97,49,123,83,4.1,1.512,88,71,2,38,2,27,46,26,0
2015-02-01 03:00:00,国控,北京,顺义新城,62,良,,44,42,0,0,1.1,1.088,49,43,6,62,10,55,32,17,0
2015-02-01 03:00:00,国控,北京,怀柔镇,63,良,,45,33,0,0,1.0,0.929,16,28,25,68,18,57,7,12,0
2015-02-01 03:00:00,国控,北京,昌平镇,55,良,,39,30,0,0,0.9,0.779,42,34,20,69,18,62,35,29,0
2015-02-01 03:00:00,国控,北京,奥体中心,127,轻度污染,,96,43,114,63,2.7,1.204,75,53,2,64,4,48,59,30,0
2015-02-01 03:00:00,国控,北京,古城,89,良,,66,43,91,71,2.0,1.342,80,58,2,53,7,41,33,27,0
2015-02-01 04:00:00,国控,北京,,105,轻度污染,三级,78,46,101,66,2.375,1.211,67,50,9,59,9,49,43,25,0
2015-02-01 04:00:00,国控,北京,万寿西宫,134,轻度污染,,102,61,120,77,2.5,1.458,98,64,8,54,5,46,62,27,0
2015-02-01 04:00:00,国控,北京,定陵,48,优,,33,20,0,0,2.5,1.133,18,14,23,72,24,67,35,27,0
2015-02-01 04:00:00,国控,北京,东四,149,轻度污染,,114,56,0,0,2.5,1.178,72,51,9,50,9,40,44,24,0
2015-02-01 04:00:00,国控,北京,天坛,129,轻度污染,,98,55,105,51,2.8,1.133,85,57,6,62,7,52,37,21,0
2015-02-01 04:00:00,国控,北京,农展馆,202,重度污染,,152,58,160,70,3.7,1.217,95,65,5,80,6,65,59,30,0
2015-02-01 04:00:00,国控,北京,官园,129,轻度污染,,98,51,103,68,2.6,1.25,87,65,4,47,3,37,76,31,0
2015-02-01 04:00:00,国控,北京,海淀区万柳,124,轻度污染,,94,53,119,88,3.9,1.638,87,72,2,38,2,27,56,28,0
2015-02-01 04:00:00,国控,北京,顺义新城,50,优,,35,43,0,0,1.1,1.125,47,44,6,62,10,55,19,18,0
