时间,类型,城市,监测点,AQI,质量等级,Level,PM2.5,PM2.5_24h,PM10,pm10_24h,CO,CO_24h,NO2,NO_24h,O3,O3_24h,O3_8h,O3_8h_24h,SO2,SO2_24h,Real_AQI
2014-04-11 15:00:00,国控,上海,,73,良,二级,53,53,91,82,0.562,0.593,42,42,112,143,99,145,10,12,0
2014-04-11 15:00:00,国控,上海,普陀,76,良,,49,48,101,84,0.0,0.0,0,0,0,0,0,0,0,0,0
2014-04-11 15:00:00,国控,上海,十五厂,72,良,,52,56,94,86,0.479,0.412,53,50,124,143,102,153,9,9,0
2014-04-11 15:00:00,国控,上海,虹口,80,良,,59,54,98,83,0.612,0.58,52,50,115,152,101,156,11,12,0
2014-04-11 15:00:00,国控,上海,徐汇上师大,74,良,,54,58,87,88,0.706,0.728,43,49,113,145,90,146,14,15,0
2014-04-11 15:00:00,国控,上海,杨浦四漂,84,良,,62,66,99,98,0.456,0.512,43,47,82,131,81,118,9,12,0
2014-04-11 15:00:00,国控,上海,青浦淀山湖,85,良,,63,59,81,84,0.855,1.006,50,41,107,173,99,158,19,22,0
2014-04-11 15:00:00,国控,上海,静安监测站,73,良,,51,52,96,82,0.484,0.504,48,51,106,121,85,134,12,12,0
2014-04-11 15:00:00,国控,上海,浦东川沙,62,良,,44,43,68,67,0.489,0.614,21,25,134,146,127,146,7,7,0
2014-04-11 15:00:00,国控,上海,浦东新区监测站,76,良,,54,51,102,78,0.535,0.534,38,36,110,138,101,146,8,9,0
2014-04-11 15:00:00,国控,上海,浦东张江,72,良,,44,47,93,76,0.445,0.443,35,35,125,141,113,150,9,10,0
2014-04-13 07:00:00,国控,上海,,34,优,一级,17,62,0,73,0.512,0.877,21,48,100,104,68,77,9,15,0
2014-04-13 07:00:00,国控,上海,普陀,26,优,,18,60,0,77,0.0,0.0,0,0,0,0,0,0,0,0,0
2014-04-13 07:00:00,国控,上海,十五厂,34,优,,13,64,0,66,0.376,0.669,24,57,106,106,73,80,6,11,0
2014-04-13 07:00:00,国控,上海,虹口,35,优,,9,62,0,77,0.421,0.814,26,53,110,110,76,84,7,12,0
2014-04-13 07:00:00,国控,上海,徐汇上师大,29,优,,15,66,0,69,0.699,1.049,26,52,91,125,74,74,12,18,0
2014-04-13 07:00:00,国控,上海,杨浦四漂,29,优,,19,72,0,69,0.388,0.802,21,54,90,90,59,63,5,15,0
2014-04-13 07:00:00,国控,上海,青浦淀山湖,64,良,,46,58,0,61,0.908,1.272,16,36,82,82,65,69,22,26,0
2014-04-13 07:00:00,国控,上海,静安监测站,29,优,,14,62,0,84,0.479,0.826,31,54,90,90,68,76,10,16,0
2014-04-13 07:00:00,国控,上海,浦东川沙,37,优,,10,59,0,70,0.53,0.904,13,38,118,118,67,87,4,11,0
2014-04-13 07:00:00,国控,上海,浦东新区监测站,34,优,,19,68,0,89,0.462,0.855,19,46,106,106,66,81,6,15,0
2014-04-13 07:00:00,国控,上海,浦东张江,35,优,,10,58,0,68,0.342,0.702,19,46,109,109,68,85,9,16,0
2014-04-13 09:00:00,国控,上海,,40,优,一级,15,62,14,73,0.587,0.881,30,48,102,109,80,80,7,15,0
